Indicator,Month,Facility,Total_Visits,Monthly_Expenditure_USD,Cost_Per_ANC_Visit
fbfJHSPpUQD,202511,X3D19LoA2Ij,10,1719.47,171.95
fbfJHSPpUQD,202601,RAsstekPRco,50,2947.86,58.96
fbfJHSPpUQD,202603,SIxGTeya5lN,8,1518.01,189.75
fbfJHSPpUQD,202508,lwHs72tP6Kh,13,2287.48,175.96
fbfJHSPpUQD,202507,WoqN1oUBX2R,17,2969.08,174.65
fbfJHSPpUQD,202508,uFp0ztDOFbI,6,2281.87,380.31
fbfJHSPpUQD,202511,TkhwySsXC5V,11,1497.71,136.16
fbfJHSPpUQD,202603,Pae8DR7VmcL,54,785.53,14.55
fbfJHSPpUQD,202505,mW20aiZHqwE,20,1581.29,79.06
fbfJHSPpUQD,202505,PFZbQjwty2n,25,1274.46,50.98
fbfJHSPpUQD,202509,a5glgtnXJRG,18,1761.09,97.84
fbfJHSPpUQD,202601,I2DzylqJa2i,5,2279.51,455.9
fbfJHSPpUQD,202508,iIpPPnnzDo6,9,622.83,69.2
fbfJHSPpUQD,202512,y5hLlID8ihI,19,1812.39,95.39
fbfJHSPpUQD,202505,Zr7pgiajIo9,1,1012.21,1012.21
fbfJHSPpUQD,202509,FwKJ7gYEv8U,26,1999.35,76.9
fbfJHSPpUQD,202602,n2qFnUIhbq3,27,525.19,19.45
fbfJHSPpUQD,202510,xa4F6gesVJm,12,1558.86,129.9
fbfJHSPpUQD,202512,wqbyzbQ78oI,17,1288.52,75.8
fbfJHSPpUQD,202505,OjXNuYyLaCJ,29,1803.32,62.18
fbfJHSPpUQD,202604,HHz1kAG1LKn,14,944.84,67.49
fbfJHSPpUQD,202505,nornKUJmQqn,61,1286.34,21.09
fbfJHSPpUQD,202604,BnVjTzwis3o,6,2472.61,412.1
fbfJHSPpUQD,202507,AekX8HBymng,16,597.69,37.36
fbfJHSPpUQD,202506,aSfF9kuNINJ,8,562.02,70.25
fbfJHSPpUQD,202604,lmNWdmeOYmV,113,2983.39,26.4
fbfJHSPpUQD,202602,p310xqwAJge,13,2749.8,211.52
fbfJHSPpUQD,202509,yZPsWcZC9WA,14,510.45,36.46
fbfJHSPpUQD,202511,YFlZA0y0Vi6,40,1695.17,42.38
fbfJHSPpUQD,202509,mW20aiZHqwE,14,2155.5,153.96
fbfJHSPpUQD,202505,a5glgtnXJRG,45,1223.88,27.2
fbfJHSPpUQD,202508,oRncQGhLYNE,21,2940.68,140.03
fbfJHSPpUQD,202509,ua5GXy2uhBR,37,1447.69,39.13
fbfJHSPpUQD,202506,PFZbQjwty2n,26,2319.94,89.23
fbfJHSPpUQD,202601,mwN7QuEfT8m,32,2920.17,91.26
fbfJHSPpUQD,202506,HFyjUvMjQ8H,21,2887.07,137.48
fbfJHSPpUQD,202510,tGf942oWszb,14,1168.44,83.46
fbfJHSPpUQD,202511,dkmpOuVhBba,36,742.46,20.62
fbfJHSPpUQD,202511,zAyK28LLaez,3,1009.14,336.38
fbfJHSPpUQD,202507,y77LiPqLMoq,6,952.61,158.77
fbfJHSPpUQD,202511,fmkqsEx6MRo,26,2644.32,101.7
fbfJHSPpUQD,202510,zAyK28LLaez,11,758.37,68.94
fbfJHSPpUQD,202511,tGf942oWszb,16,2202.54,137.66
fbfJHSPpUQD,202512,cag6vQQ9SQk,4,1289.18,322.3
fbfJHSPpUQD,202512,sFgNRYS5pBo,3,1156.41,385.47
fbfJHSPpUQD,202603,roQ2l7TX0eZ,36,613.13,17.03
fbfJHSPpUQD,202508,GjJjES51GvK,6,2238.69,373.12
fbfJHSPpUQD,202601,jfV49JGnYKF,6,2436.39,406.06
fbfJHSPpUQD,202506,Bf9R1R91mw4,7,1598.51,228.36
fbfJHSPpUQD,202505,FgYDmGwmpEU,5,924.58,184.92
fbfJHSPpUQD,202602,y77LiPqLMoq,14,1002.38,71.6
fbfJHSPpUQD,202601,BgOhMcH9bxq,11,1075.58,97.78
fbfJHSPpUQD,202508,tR6e8k99ODA,4,880.79,220.2
fbfJHSPpUQD,202602,EQUwHqZOb5L,11,1088.34,98.94
fbfJHSPpUQD,202601,wP1zsnNxbSE,10,1846.73,184.67
fbfJHSPpUQD,202603,FLjwMPWLrL2,30,2967.48,98.92
fbfJHSPpUQD,202512,QZtMuEEV9Vv,51,565.36,11.09
fbfJHSPpUQD,202603,uFp0ztDOFbI,9,2953.65,328.18
fbfJHSPpUQD,202509,FgYDmGwmpEU,11,588.38,53.49
fbfJHSPpUQD,202512,PaNv9VyD06n,19,1074.36,56.55
fbfJHSPpUQD,202511,vELbGdEphPd,238,1910.16,8.03
fbfJHSPpUQD,202601,JQJjsXvHE5M,17,1130.24,66.48
fbfJHSPpUQD,202512,Zr7pgiajIo9,3,1434.64,478.21
fbfJHSPpUQD,202512,X79FDd4EAgo,12,1064.91,88.74
fbfJHSPpUQD,202603,amgb83zVxp5,16,2916.64,182.29
fbfJHSPpUQD,202511,aBfyTU5Wgds,15,2770.91,184.73
fbfJHSPpUQD,202511,EuoA3Crpqts,6,2456.28,409.38
fbfJHSPpUQD,202604,NqLYdlnK8sc,13,1036.52,79.73
fbfJHSPpUQD,202508,y5hLlID8ihI,23,1157.55,50.33
fbfJHSPpUQD,202604,Hu31NCRjZlj,11,2055.06,186.82
fbfJHSPpUQD,202510,WOk7efLlLSj,13,1820.94,140.07
fbfJHSPpUQD,202512,EDxXfB4iVpY,16,1626.07,101.63
fbfJHSPpUQD,202604,JemZqD90S44,13,1061.62,81.66
fbfJHSPpUQD,202510,Ykx8Ovui7g0,12,2034.15,169.51
fbfJHSPpUQD,202512,R0CmUlFULXg,21,954.27,45.44
fbfJHSPpUQD,202604,ZZmMpGIE7pD,24,2143.75,89.32
fbfJHSPpUQD,202510,oIgBLlEo6eH,11,842.63,76.6
fbfJHSPpUQD,202507,ShdRyzuLKA2,12,1733.66,144.47
fbfJHSPpUQD,202508,RVAkLOVWSWc,7,734.27,104.9
fbfJHSPpUQD,202601,fmLRqcL9sWF,20,1883.46,94.17
fbfJHSPpUQD,202602,QN4te5Z5svQ,6,2122.68,353.78
fbfJHSPpUQD,202505,sFgNRYS5pBo,19,1684.79,88.67
fbfJHSPpUQD,202509,g031LbUPMmh,18,910.52,50.58
fbfJHSPpUQD,202604,cd3U2Tp0qR2,25,2815.92,112.64
fbfJHSPpUQD,202512,dtuiqEXYa7z,13,1423.22,109.48
fbfJHSPpUQD,202512,t7bcrWLjL1m,12,1791.21,149.27
fbfJHSPpUQD,202508,xEip3dtU8bp,12,2969.13,247.43
fbfJHSPpUQD,202510,YWXXO0XMkQe,5,824.65,164.93
fbfJHSPpUQD,202506,AtZJOoQiGHd,5,1545.68,309.14
fbfJHSPpUQD,202509,Fhko00f3hXT,19,2331.92,122.73
fbfJHSPpUQD,202603,bW5BaqrBM4K,18,1761.07,97.84
fbfJHSPpUQD,202604,rJ25bHbIujw,14,1637.77,116.98
fbfJHSPpUQD,202602,uAk40nFigUK,25,2146.24,85.85
fbfJHSPpUQD,202602,lzz1UhTzO4E,33,500.04,15.15
fbfJHSPpUQD,202508,ueuQlqb8ccl,21,1472.16,70.1
fbfJHSPpUQD,202602,SHLY5rkOFTQ,45,2292.83,50.95
fbfJHSPpUQD,202505,Mi4Ax9suQmB,16,1642.49,102.66
fbfJHSPpUQD,202511,KcCbIDzRcui,52,1377.21,26.48
fbfJHSPpUQD,202509,tNs4E0JcMKe,3,1812.24,604.08
fbfJHSPpUQD,202602,EFTcruJcNmZ,7,640.11,91.44
fbfJHSPpUQD,202512,IHa6fsNWsOZ,5,2699.0,539.8
fbfJHSPpUQD,202510,GA7eQkgK5mX,5,679.7,135.94
fbfJHSPpUQD,202601,PcADvhvcaI2,33,2368.05,71.76
fbfJHSPpUQD,202603,KGN2jvZ0GJy,7,1866.98,266.71
fbfJHSPpUQD,202604,FZxJ0KST9jn,15,1226.09,81.74
fbfJHSPpUQD,202506,sYjp3h6amhA,10,2632.36,263.24
fbfJHSPpUQD,202506,EmTN0L4EAVi,14,622.68,44.48
fbfJHSPpUQD,202509,qAFXoNjlZCB,20,706.74,35.34
fbfJHSPpUQD,202508,o0BgK1dLhF8,46,795.16,17.29
fbfJHSPpUQD,202510,RNGpZqutw3Y,12,2573.05,214.42
fbfJHSPpUQD,202510,KfUCAQoOIae,9,570.45,63.38
fbfJHSPpUQD,202507,GAvxcmr5jB1,8,2024.92,253.12
fbfJHSPpUQD,202506,GKrklllwmbU,31,2154.16,69.49
fbfJHSPpUQD,202602,nCh5dBoJVNw,4,2031.03,507.76
fbfJHSPpUQD,202510,D3oZZXtXjNk,21,2369.57,112.84
fbfJHSPpUQD,202506,LV2b3vaLRl1,5,2405.73,481.15
fbfJHSPpUQD,202507,R9gZAoI9aQM,7,1136.97,162.42
fbfJHSPpUQD,202507,r4W2vzlmPhm,10,1694.04,169.4
fbfJHSPpUQD,202508,YQ3csPLAlrn,45,2314.05,51.42
fbfJHSPpUQD,202510,svCLFkT99Yx,10,1414.94,141.49
fbfJHSPpUQD,202601,cZI3AWM7bIa,28,809.58,28.91
fbfJHSPpUQD,202505,DIQl5jJ17IE,15,1278.2,85.21
fbfJHSPpUQD,202507,ewh5SKxcCAl,14,1898.05,135.57
fbfJHSPpUQD,202602,kbGqmM6ZWWV,12,1557.76,129.81
fbfJHSPpUQD,202511,SZrG4yHGV4x,30,710.07,23.67
fbfJHSPpUQD,202507,U02o1QAm6cC,13,1472.44,113.26
fbfJHSPpUQD,202512,PhR1PdMTzhW,8,2984.26,373.03
fbfJHSPpUQD,202602,fUxVOkpX3yi,6,2467.84,411.31
fbfJHSPpUQD,202604,yZPsWcZC9WA,5,1130.4,226.08
fbfJHSPpUQD,202508,uYG1rUdsJJi,6,1939.83,323.3
fbfJHSPpUQD,202510,VdXuxcNkiad,7,880.33,125.76
fbfJHSPpUQD,202601,MuZJ8lprGqK,36,1567.2,43.53
fbfJHSPpUQD,202510,DXegteybeb5,17,2135.67,125.63
fbfJHSPpUQD,202604,cw0Wm1QTHRq,28,2240.55,80.02
fbfJHSPpUQD,202509,kuqKh33SPgg,11,1204.57,109.51
fbfJHSPpUQD,202506,rFelzKE3SEp,11,2627.35,238.85
fbfJHSPpUQD,202508,Bpvug2zxHEZ,14,1755.72,125.41
fbfJHSPpUQD,202511,qHBTf9A89xW,46,1966.73,42.76
fbfJHSPpUQD,202601,aSxNNRxPuBP,24,2973.39,123.89
fbfJHSPpUQD,202505,aV9VVijeVB2,15,1232.1,82.14
fbfJHSPpUQD,202601,DJr17K6RWzO,15,2879.49,191.97
fbfJHSPpUQD,202505,QaeQJJCmnTS,20,2319.15,115.96
fbfJHSPpUQD,202602,pvTYrkG1d6f,11,2401.75,218.34
fbfJHSPpUQD,202512,LZclRdyVk1t,9,2958.77,328.75
fbfJHSPpUQD,202603,BpWJ3cRsO6g,9,1027.99,114.22
fbfJHSPpUQD,202510,ei21lW7hFPX,10,2091.22,209.12
fbfJHSPpUQD,202604,cZtKKa9eJZ3,87,1960.39,22.53
fbfJHSPpUQD,202512,DIQl5jJ17IE,1,1082.1,1082.1
fbfJHSPpUQD,202601,hCm2Nh7C8BW,10,2707.03,270.7
fbfJHSPpUQD,202508,rebbn0ooFSO,9,2179.55,242.17
fbfJHSPpUQD,202603,Sglj9VCoQmc,12,1805.18,150.43
fbfJHSPpUQD,202508,cKXicCOquXe,5,2632.27,526.45
fbfJHSPpUQD,202506,wjP03y8OY5k,1,1842.47,1842.47
fbfJHSPpUQD,202510,m8qnxndRDR6,70,1601.37,22.88
fbfJHSPpUQD,202506,bPJABq7F5Iy,34,2037.54,59.93
fbfJHSPpUQD,202509,Mi4Ax9suQmB,6,2005.37,334.23
fbfJHSPpUQD,202602,CbIWQQoWcLc,13,500.24,38.48
fbfJHSPpUQD,202509,cBi3y4lGhDd,29,1737.25,59.91
fbfJHSPpUQD,202507,vpNGJvZ0ljF,23,2351.38,102.23
fbfJHSPpUQD,202508,VFF7f43dJv4,31,1350.71,43.57
fbfJHSPpUQD,202603,jIrb5XckcU6,12,1127.66,93.97
fbfJHSPpUQD,202511,wcHRDp21Lw1,12,2608.0,217.33
fbfJHSPpUQD,202505,kuqKh33SPgg,21,2650.07,126.19
fbfJHSPpUQD,202510,GtJoxCaM2zg,20,1825.15,91.26
fbfJHSPpUQD,202510,GcwGqLqyi1M,7,917.09,131.01
fbfJHSPpUQD,202601,yets9NmUcRS,23,2318.69,100.81
fbfJHSPpUQD,202604,l2kZRcJjomr,9,2451.86,272.43
fbfJHSPpUQD,202601,HNv1aLPdMYb,38,929.35,24.46
fbfJHSPpUQD,202510,K3jhn3TXF3a,29,818.92,28.24
fbfJHSPpUQD,202506,OzVuFaZgm5U,33,1498.26,45.4
fbfJHSPpUQD,202507,DwlFKzDSuQU,27,1974.59,73.13
fbfJHSPpUQD,202507,GQpxsB7tekR,13,2630.09,202.31
fbfJHSPpUQD,202511,oNqqmKD0zXj,12,875.06,72.92
fbfJHSPpUQD,202510,cNAp6CJeLxk,17,2797.06,164.53
fbfJHSPpUQD,202512,NqLYdlnK8sc,40,1573.3,39.33
fbfJHSPpUQD,202505,cXMQtUId06K,13,2556.88,196.68
fbfJHSPpUQD,202511,rm60vuHyQXj,31,2424.32,78.2
fbfJHSPpUQD,202508,DplgrYeRIZ1,53,2952.9,55.72
fbfJHSPpUQD,202509,DvzKyuC0G4w,24,772.19,32.17
fbfJHSPpUQD,202604,Qu0QOykPdcD,14,2210.51,157.89
fbfJHSPpUQD,202512,PwgoRuWEDvJ,9,2539.18,282.13
fbfJHSPpUQD,202601,wUmVUKhnPuy,19,1397.02,73.53
fbfJHSPpUQD,202511,byOPfWkK6M6,2,726.25,363.12
fbfJHSPpUQD,202507,KbO0JnhiMwl,5,2772.29,554.46
fbfJHSPpUQD,202601,xEip3dtU8bp,6,2325.66,387.61
fbfJHSPpUQD,202601,DQHGtTGOP6b,16,1669.31,104.33
fbfJHSPpUQD,202603,dqHvtpUqLwB,4,991.73,247.93
fbfJHSPpUQD,202602,YPSCWmJ3TyN,21,2075.61,98.84
fbfJHSPpUQD,202604,VhRX5JDVo7R,216,1444.84,6.69
fbfJHSPpUQD,202507,Srnpwq8jKbp,31,2652.53,85.57
fbfJHSPpUQD,202508,nv41sOz8IVM,10,1504.03,150.4
fbfJHSPpUQD,202506,nAH0uNc3b5f,16,1463.12,91.44
fbfJHSPpUQD,202604,UJ80rknbJtm,14,1774.98,126.78
fbfJHSPpUQD,202508,G5NCnFJ3bbV,15,2377.0,158.47
fbfJHSPpUQD,202512,Qw7c6Ckb0XC,7,1009.68,144.24
fbfJHSPpUQD,202508,GcwGqLqyi1M,15,1928.22,128.55
fbfJHSPpUQD,202511,K6oyIMh7Lee,58,1293.0,22.29
fbfJHSPpUQD,202507,IpA5FViU8tk,7,961.06,137.29
fbfJHSPpUQD,202510,z4silfLpw2G,18,635.4,35.3
fbfJHSPpUQD,202507,dmdYffw2I0F,10,1985.5,198.55
fbfJHSPpUQD,202511,TrIXhUR4sDQ,5,1774.81,354.96
fbfJHSPpUQD,202604,gaOSAjPM07w,11,1703.53,154.87
fbfJHSPpUQD,202507,Zwnfm4rnzbZ,25,1499.87,59.99
fbfJHSPpUQD,202509,kbGqmM6ZWWV,93,1516.51,16.31
fbfJHSPpUQD,202602,d9zRBAoM8OC,22,1519.5,69.07
fbfJHSPpUQD,202509,PyLBGdbzdEo,14,2325.23,166.09
fbfJHSPpUQD,202512,tO01bqIipeD,32,2115.76,66.12
fbfJHSPpUQD,202602,cJkZLwhL8RP,9,2578.68,286.52
fbfJHSPpUQD,202508,XtuhRhmbrJM,7,1117.29,159.61
fbfJHSPpUQD,202602,UCwtaCrNUls,16,2809.31,175.58
fbfJHSPpUQD,202511,CKkE4GBJekz,24,666.19,27.76
fbfJHSPpUQD,202507,F9zWBqG5Pmi,5,2110.85,422.17
fbfJHSPpUQD,202509,oNqqmKD0zXj,3,2475.71,825.24
fbfJHSPpUQD,202505,YXdC9hjYPqQ,38,2317.58,60.99
fbfJHSPpUQD,202602,gowgzHWc8FT,15,2921.17,194.74
fbfJHSPpUQD,202509,fUxVOkpX3yi,5,1565.64,313.13
fbfJHSPpUQD,202508,PwgoRuWEDvJ,7,1470.06,210.01
fbfJHSPpUQD,202507,YTQRSW91PxO,7,1157.09,165.3
fbfJHSPpUQD,202512,cZtKKa9eJZ3,59,1490.71,25.27
fbfJHSPpUQD,202604,tBRDdxfKbMx,12,1452.34,121.03
fbfJHSPpUQD,202509,byOPfWkK6M6,12,602.06,50.17
fbfJHSPpUQD,202601,zCSWBz2pyMd,22,2229.32,101.33
fbfJHSPpUQD,202601,JBhJiwqBCUa,25,2800.17,112.01
fbfJHSPpUQD,202601,mUuCjQWMaOc,7,2345.1,335.01
fbfJHSPpUQD,202506,O63vIA5MVn6,57,801.57,14.06
fbfJHSPpUQD,202508,rxc497GUdDt,11,893.91,81.26
fbfJHSPpUQD,202509,GGDHb8xd8jc,45,974.73,21.66
fbfJHSPpUQD,202602,GtJoxCaM2zg,12,535.06,44.59
fbfJHSPpUQD,202511,OcRCVRy2M7X,20,1895.52,94.78
fbfJHSPpUQD,202604,FsunWIQLXoF,18,2447.79,135.99
fbfJHSPpUQD,202508,Zp2Yi4j2AAH,24,1694.89,70.62
fbfJHSPpUQD,202601,GcwGqLqyi1M,18,2841.26,157.85
fbfJHSPpUQD,202505,yMCshbaVExv,17,2581.26,151.84
fbfJHSPpUQD,202505,REtQE1gstTf,26,2228.5,85.71
fbfJHSPpUQD,202506,rwfuVQHnZJ5,12,1078.98,89.92
fbfJHSPpUQD,202512,rebbn0ooFSO,5,2621.28,524.26
fbfJHSPpUQD,202602,cHqboEGRUiY,11,1447.63,131.6
fbfJHSPpUQD,202604,uedNhvYPMNu,12,1994.44,166.2
fbfJHSPpUQD,202507,SFQigiC2ISS,12,2087.49,173.96
fbfJHSPpUQD,202508,I2UW55qvn82,19,1870.86,98.47
fbfJHSPpUQD,202505,sM0Us0NkSez,128,1368.16,10.69
fbfJHSPpUQD,202507,fNL2oehab2Q,15,1284.23,85.62
fbfJHSPpUQD,202511,mYMJHVqdBKt,26,1525.35,58.67
fbfJHSPpUQD,202505,Urk55T8KgpT,4,1661.19,415.3
fbfJHSPpUQD,202601,wQ71REGAMet,7,2809.85,401.41
fbfJHSPpUQD,202506,KFowGOhmuSL,5,1008.49,201.7
fbfJHSPpUQD,202509,uYTq3TEO2a9,12,1254.0,104.5
fbfJHSPpUQD,202512,cgqkFdShPzg,15,2765.83,184.39
fbfJHSPpUQD,202505,XL745P4ETSL,10,2662.28,266.23
fbfJHSPpUQD,202507,CKJ9YS2AbWy,8,1454.16,181.77
fbfJHSPpUQD,202507,gmen7SXL9CU,31,2088.61,67.37
fbfJHSPpUQD,202510,DZaJmtlaBMl,8,1909.79,238.72
fbfJHSPpUQD,202507,H97XE5Ea089,15,2109.54,140.64
fbfJHSPpUQD,202601,U4FzUXMvbI8,19,973.61,51.24
fbfJHSPpUQD,202505,uedNhvYPMNu,53,2626.0,49.55
fbfJHSPpUQD,202604,ym42ZOlfZ1P,5,2460.2,492.04
fbfJHSPpUQD,202602,tlvNeDXXrS7,8,1603.7,200.46
fbfJHSPpUQD,202507,VZ6Cocesljy,7,2078.66,296.95
fbfJHSPpUQD,202506,Cc9kMNFpGmC,8,2692.49,336.56
fbfJHSPpUQD,202602,TrIXhUR4sDQ,10,1237.85,123.78
fbfJHSPpUQD,202602,hoJ0Do9loZl,6,858.68,143.11
fbfJHSPpUQD,202506,YvwYw7GilkP,25,628.13,25.13
fbfJHSPpUQD,202603,wqbyzbQ78oI,17,888.0,52.24
fbfJHSPpUQD,202603,N3tpEjZcPm9,10,2016.01,201.6
fbfJHSPpUQD,202603,egjrZ1PHNtT,29,2371.65,81.78
fbfJHSPpUQD,202507,GRc9WXp9gSy,31,1806.28,58.27
fbfJHSPpUQD,202507,QZzRkqdGjlm,8,2996.22,374.53
fbfJHSPpUQD,202604,Kmu7ox2MiiU,7,2363.67,337.67
fbfJHSPpUQD,202508,JiEz2VDLwHY,16,1452.89,90.81
fbfJHSPpUQD,202601,HWXk4EBHUyk,29,1740.45,60.02
fbfJHSPpUQD,202507,yJ1xkKha5oE,18,2600.03,144.45
fbfJHSPpUQD,202602,MXdbul7bBqV,26,2108.08,81.08
fbfJHSPpUQD,202505,VhRX5JDVo7R,318,2710.95,8.52
fbfJHSPpUQD,202511,MpcMjLmbATv,32,2342.64,73.21
fbfJHSPpUQD,202602,xQIU41mR69s,20,2721.3,136.06
fbfJHSPpUQD,202602,YhBJbiD5N1z,8,1282.63,160.33
fbfJHSPpUQD,202505,VjygCFzqcYu,11,2216.52,201.5
fbfJHSPpUQD,202505,en0j7qFnySQ,21,2615.99,124.57
fbfJHSPpUQD,202511,NfE9gvFwLIF,190,1729.18,9.1
fbfJHSPpUQD,202604,LZclRdyVk1t,12,2718.66,226.55
fbfJHSPpUQD,202603,suFG8zx4bU3,9,2203.25,244.81
fbfJHSPpUQD,202508,TjZwphhxCuV,8,2150.06,268.76
fbfJHSPpUQD,202512,Qu0QOykPdcD,17,1926.53,113.33
fbfJHSPpUQD,202505,sHbLRZLmS4w,16,1961.84,122.62
fbfJHSPpUQD,202510,xEip3dtU8bp,17,619.71,36.45
fbfJHSPpUQD,202604,m21WB5iqHAb,5,2120.78,424.16
fbfJHSPpUQD,202512,Vh1fsWOYcv1,12,1890.87,157.57
fbfJHSPpUQD,202505,p9ZtyC3LQ9f,18,2530.05,140.56
fbfJHSPpUQD,202509,cJkZLwhL8RP,16,1612.39,100.77
fbfJHSPpUQD,202505,PEZNsGbZaVJ,66,1212.07,18.36
fbfJHSPpUQD,202512,egv5Es0QlQP,7,530.16,75.74
fbfJHSPpUQD,202510,DQHGtTGOP6b,10,1891.46,189.15
fbfJHSPpUQD,202508,FNnj3jKGS7i,123,2201.45,17.9
fbfJHSPpUQD,202601,L5gENbBNNup,30,1343.78,44.79
fbfJHSPpUQD,202509,hLGkoHmvBgI,30,2393.67,79.79
fbfJHSPpUQD,202601,qEQFWnKh4gs,15,777.94,51.86
fbfJHSPpUQD,202601,k6DIO9LIEk9,13,1091.59,83.97
fbfJHSPpUQD,202510,ZsjXrmZS59z,3,2960.53,986.84
fbfJHSPpUQD,202604,g7BLyiBb0ET,3,797.01,265.67
fbfJHSPpUQD,202505,ZzdTFqWrlDa,26,651.47,25.06
fbfJHSPpUQD,202603,jbfISeV6Wdu,25,1447.47,57.9
fbfJHSPpUQD,202506,uNEhNuBUr0i,10,2151.93,215.19
fbfJHSPpUQD,202511,Zq9ATbrmKIa,4,2686.09,671.52
fbfJHSPpUQD,202506,tWjUy6MCx8q,10,1135.93,113.59
fbfJHSPpUQD,202507,CEoD9uQVIZB,3,931.72,310.57
fbfJHSPpUQD,202511,AQQCxQqDxLe,22,1888.58,85.84
fbfJHSPpUQD,202604,roGdTjEqLZQ,23,2137.76,92.95
fbfJHSPpUQD,202603,YFlZA0y0Vi6,20,2382.53,119.13
fbfJHSPpUQD,202604,fvytjjnlQlK,41,2901.43,70.77
fbfJHSPpUQD,202505,agM0BKQlTh3,18,838.25,46.57
fbfJHSPpUQD,202602,SVEfwJ0BGeD,22,2818.98,128.14
fbfJHSPpUQD,202510,agEKP19IUKI,13,2408.32,185.26
fbfJHSPpUQD,202601,GvstqlRRnpV,27,2468.03,91.41
fbfJHSPpUQD,202509,E4jn4059Y1x,7,2904.36,414.91
fbfJHSPpUQD,202602,nGb94wPdcqx,13,1379.94,106.15
fbfJHSPpUQD,202510,D6yiaX1K5sO,30,807.66,26.92
fbfJHSPpUQD,202505,v2vi8UaIYlo,37,1668.7,45.1
fbfJHSPpUQD,202511,sAO5hEWo4z5,4,643.49,160.87
fbfJHSPpUQD,202505,Dluer5aKZmd,10,2199.59,219.96
fbfJHSPpUQD,202511,lvxIJAb2QJo,5,712.67,142.53
fbfJHSPpUQD,202601,H0OkaM4ReRK,5,2638.4,527.68
fbfJHSPpUQD,202508,U8tyWV7WmIB,12,1841.74,153.48
fbfJHSPpUQD,202508,Ykx8Ovui7g0,19,2692.08,141.69
fbfJHSPpUQD,202505,lPeZdUm9fD7,39,2689.29,68.96
fbfJHSPpUQD,202512,ueuQlqb8ccl,15,909.84,60.66
fbfJHSPpUQD,202508,jIkxZKctVhB,17,2294.81,134.99
fbfJHSPpUQD,202602,u0SlCNJnK3K,6,678.6,113.1
fbfJHSPpUQD,202506,QBRQnWPRO3V,12,1104.23,92.02
fbfJHSPpUQD,202509,HAqUY00X9N5,17,1769.48,104.09
fbfJHSPpUQD,202601,DplgrYeRIZ1,27,661.76,24.51
fbfJHSPpUQD,202601,wtdBuXDwZYQ,12,1143.8,95.32
fbfJHSPpUQD,202603,zsqxu7ZZRpO,7,1802.39,257.48
fbfJHSPpUQD,202511,SFQigiC2ISS,8,774.05,96.76
fbfJHSPpUQD,202512,PHo0IV7Vk50,36,1091.89,30.33
fbfJHSPpUQD,202604,gfWvbbgdjoS,7,2475.34,353.62
fbfJHSPpUQD,202505,ALnjmvcRSxU,37,2337.39,63.17
fbfJHSPpUQD,202505,r0TCGeLkQKI,29,2514.71,86.71
fbfJHSPpUQD,202601,PWqwcBdRGIH,26,1778.76,68.41
fbfJHSPpUQD,202508,WUQrS4Yqmoy,27,2997.34,111.01
fbfJHSPpUQD,202509,LzvoPaeLPsb,18,1010.99,56.17
fbfJHSPpUQD,202507,qHBTf9A89xW,50,2874.88,57.5
fbfJHSPpUQD,202604,UAtEKSd5QTf,41,1198.21,29.22
fbfJHSPpUQD,202511,ifw5aLygJEi,10,1961.77,196.18
fbfJHSPpUQD,202512,v0dXACseLuB,11,1198.84,108.99
fbfJHSPpUQD,202507,NDqR2cWlVy3,13,2530.72,194.67
fbfJHSPpUQD,202507,aHs9PLxIdbr,23,816.84,35.51
fbfJHSPpUQD,202511,lekPjgUm0o2,8,768.45,96.06
fbfJHSPpUQD,202506,ywNG86IY4Ve,5,2259.23,451.85
fbfJHSPpUQD,202509,Q8oWscr9rlQ,16,2173.74,135.86
fbfJHSPpUQD,202507,aXsLBCzwYWW,11,2326.05,211.46
fbfJHSPpUQD,202506,RTixJpRqS4C,20,2726.2,136.31
fbfJHSPpUQD,202602,VSwnkMSAdp7,17,2476.98,145.7
fbfJHSPpUQD,202603,oUR5HPmim7E,8,1353.68,169.21
fbfJHSPpUQD,202604,QsAwd531Cpd,35,2513.08,71.8
fbfJHSPpUQD,202506,sgcHQEaB40Y,27,894.79,33.14
fbfJHSPpUQD,202601,hMBotMwWnU1,12,2008.38,167.36
fbfJHSPpUQD,202507,lBob31rp6l4,19,1941.36,102.18
fbfJHSPpUQD,202603,NwX8noGxLoz,10,1955.28,195.53
fbfJHSPpUQD,202509,BJ3DJFBKwBR,15,1866.71,124.45
fbfJHSPpUQD,202602,ei21lW7hFPX,15,2492.3,166.15
fbfJHSPpUQD,202508,sY1WN6LjmAx,33,1550.25,46.98
fbfJHSPpUQD,202506,D7UVRRE9iUC,13,1753.19,134.86
fbfJHSPpUQD,202509,VfZnZ6UKyn8,12,1341.02,111.75
fbfJHSPpUQD,202508,wjFsUXI1MlO,32,1169.19,36.54
fbfJHSPpUQD,202507,EUUkKEDoNsf,42,1909.85,45.47
fbfJHSPpUQD,202505,cUltUneFSan,31,2516.46,81.18
fbfJHSPpUQD,202507,jr5hIZcJBXB,23,1514.06,65.83
fbfJHSPpUQD,202510,x8SUTSsJoeO,14,2403.07,171.65
fbfJHSPpUQD,202601,xXhKbgwL39t,23,2328.57,101.24
fbfJHSPpUQD,202510,dNT8lAL4zGo,11,2050.25,186.39
fbfJHSPpUQD,202510,YAuJ3fyoEuI,15,2954.23,196.95
fbfJHSPpUQD,202509,WerHl8SDtRU,10,1885.61,188.56
