Indicator,Month,Facility,Total_Visits
fbfJHSPpUQD,202511,SCc0TNTDJED,33
fbfJHSPpUQD,202505,yg7uxUol97F,23
fbfJHSPpUQD,202508,GA7eQkgK5mX,2
fbfJHSPpUQD,202507,D0iakqyTknH,10
fbfJHSPpUQD,202512,kedYKTsv95j,20
fbfJHSPpUQD,202509,m7fBMpmVpSM,7
fbfJHSPpUQD,202601,GjJjES51GvK,16
fbfJHSPpUQD,202505,ETRqfu74kge,36
fbfJHSPpUQD,202506,HC2NlwpoXfb,13
fbfJHSPpUQD,202510,zuXW98AEbE7,21
fbfJHSPpUQD,202601,GA7eQkgK5mX,10
fbfJHSPpUQD,202506,ETRqfu74kge,16
fbfJHSPpUQD,202505,lyONqUkY1Bq,14
fbfJHSPpUQD,202508,Q0HywoaWOcM,13
fbfJHSPpUQD,202506,JQJjsXvHE5M,7
fbfJHSPpUQD,202511,jIrb5XckcU6,14
fbfJHSPpUQD,202604,t66taqSF1mW,9
fbfJHSPpUQD,202602,Q0HywoaWOcM,16
fbfJHSPpUQD,202604,h9q3qixffZT,25
fbfJHSPpUQD,202604,FgYDmGwmpEU,3
fbfJHSPpUQD,202509,D2rB1GRuh8C,23
fbfJHSPpUQD,202604,dCvUVvKnhMe,38
fbfJHSPpUQD,202604,eRg3KZyWUSJ,4
fbfJHSPpUQD,202512,GHPuYdLcVN5,6
fbfJHSPpUQD,202601,ZSBnWFBpPPJ,8
fbfJHSPpUQD,202506,CSDGDOa7wHd,10
fbfJHSPpUQD,202509,dCvUVvKnhMe,26
fbfJHSPpUQD,202506,lQIe6vtSe1P,21
fbfJHSPpUQD,202603,xX4lIVqF4yb,8
fbfJHSPpUQD,202510,aVycEyoSBJx,19
fbfJHSPpUQD,202510,NjyJYiIuKIG,28
fbfJHSPpUQD,202511,tHUYjt9cU6h,131
fbfJHSPpUQD,202604,KfUCAQoOIae,6
fbfJHSPpUQD,202507,nZblzPvJ5UW,16
fbfJHSPpUQD,202601,kEkU53NrFmy,32
fbfJHSPpUQD,202506,pXDcgDRz8Od,115
fbfJHSPpUQD,202510,NnGUNkc5Zq8,2
fbfJHSPpUQD,202603,y5hLlID8ihI,2
fbfJHSPpUQD,202510,Bpvug2zxHEZ,9
fbfJHSPpUQD,202603,oDAoqMWcsJQ,6
fbfJHSPpUQD,202603,RzgSFJ9E46G,7
fbfJHSPpUQD,202507,esMAQ4vs4kM,17
fbfJHSPpUQD,202509,RzgSFJ9E46G,8
fbfJHSPpUQD,202603,AGrsLyKWrVX,20
fbfJHSPpUQD,202603,MPUiud3BYRq,18
fbfJHSPpUQD,202603,z6v73gowbuM,18
fbfJHSPpUQD,202510,GkHpMSo5K60,19
fbfJHSPpUQD,202506,NRPCjDljVtu,27
fbfJHSPpUQD,202509,AGrsLyKWrVX,27
fbfJHSPpUQD,202510,x5ZxMDvEQUb,28
fbfJHSPpUQD,202604,xX4lIVqF4yb,8
fbfJHSPpUQD,202505,vSbt6cezomG,246
fbfJHSPpUQD,202505,EH0dXLB4nZg,33
fbfJHSPpUQD,202510,LmRTf03IFkA,23
fbfJHSPpUQD,202601,aVycEyoSBJx,24
fbfJHSPpUQD,202602,nZblzPvJ5UW,8
fbfJHSPpUQD,202509,EuoA3Crpqts,16
fbfJHSPpUQD,202604,f90eISKFm7P,16
fbfJHSPpUQD,202601,Z8Cm76B2726,10
fbfJHSPpUQD,202603,aBfyTU5Wgds,16
fbfJHSPpUQD,202506,svCLFkT99Yx,50
fbfJHSPpUQD,202601,zw5ppT2dwZy,9
fbfJHSPpUQD,202507,zQ2pFkzGtIg,1
fbfJHSPpUQD,202512,l2kZRcJjomr,4
fbfJHSPpUQD,202506,XePkcmza9e8,25
fbfJHSPpUQD,202602,LzvoPaeLPsb,20
fbfJHSPpUQD,202512,z6v73gowbuM,11
fbfJHSPpUQD,202603,gUPhNWkSXvD,40
fbfJHSPpUQD,202512,PA1spYiNZfv,12
fbfJHSPpUQD,202604,DINXUs8QZWg,11
fbfJHSPpUQD,202602,GkHpMSo5K60,20
fbfJHSPpUQD,202604,cBi3y4lGhDd,17
fbfJHSPpUQD,202508,PD1fqyvJssC,15
fbfJHSPpUQD,202510,NpHsnQ2L1oY,17
fbfJHSPpUQD,202603,tdhB1JXYBx2,7
fbfJHSPpUQD,202508,rLaGvUnv2BF,19
fbfJHSPpUQD,202507,dU3vTbLRLHy,15
fbfJHSPpUQD,202506,r4W2vzlmPhm,10
fbfJHSPpUQD,202507,kO9xe2HCovK,16
fbfJHSPpUQD,202509,iMDr2FG7i8Q,21
fbfJHSPpUQD,202509,h9q3qixffZT,65
fbfJHSPpUQD,202602,K3jhn3TXF3a,18
fbfJHSPpUQD,202505,T1lTKu6zkHN,14
fbfJHSPpUQD,202506,FupvWBUFXr7,40
fbfJHSPpUQD,202507,YDDOlgRBEAA,38
fbfJHSPpUQD,202506,OwHjzJEVEUN,10
fbfJHSPpUQD,202511,t7bcrWLjL1m,6
fbfJHSPpUQD,202505,Gm7YUjhVi9Q,16
fbfJHSPpUQD,202508,RNGpZqutw3Y,26
fbfJHSPpUQD,202505,h9q3qixffZT,84
fbfJHSPpUQD,202603,uDzWmUDHKeR,10
fbfJHSPpUQD,202604,JNJIPX9DfaW,15
fbfJHSPpUQD,202506,kUzpbgPCwVA,28
fbfJHSPpUQD,202506,NpHsnQ2L1oY,23
fbfJHSPpUQD,202505,cw0Wm1QTHRq,54
fbfJHSPpUQD,202506,R9gZAoI9aQM,8
fbfJHSPpUQD,202512,F7oVR22kQ5J,3
fbfJHSPpUQD,202602,m8qnxndRDR6,55
fbfJHSPpUQD,202508,u3rHGQGLLP7,15
fbfJHSPpUQD,202604,JZraNIfZ5JM,26
fbfJHSPpUQD,202506,M9JyYBZTqR7,33
fbfJHSPpUQD,202512,NwX8noGxLoz,8
fbfJHSPpUQD,202512,flJbtXOQ4ha,19
fbfJHSPpUQD,202603,cZZG5BMDLps,8
fbfJHSPpUQD,202604,ARAZtL7Bdpy,7
fbfJHSPpUQD,202507,CbIWQQoWcLc,12
fbfJHSPpUQD,202510,Qc9lf4VM9bD,198
fbfJHSPpUQD,202508,BJMWTGwuGiw,30
fbfJHSPpUQD,202602,dczh6Jfd4no,10
fbfJHSPpUQD,202604,uoPC2z9r7Cc,6
fbfJHSPpUQD,202506,x5ZxMDvEQUb,35
fbfJHSPpUQD,202604,fGp4OcovQpa,8
fbfJHSPpUQD,202509,am6EFqHGKeU,30
fbfJHSPpUQD,202603,CgunjDKbM45,10
fbfJHSPpUQD,202510,NRPCjDljVtu,26
fbfJHSPpUQD,202512,T1lTKu6zkHN,13
fbfJHSPpUQD,202602,as1dnmlXLzG,3
fbfJHSPpUQD,202506,yets9NmUcRS,30
fbfJHSPpUQD,202509,GvFqTavdpGE,12
fbfJHSPpUQD,202510,wcHRDp21Lw1,4
fbfJHSPpUQD,202603,Uv15pOAstzX,6
fbfJHSPpUQD,202506,CqARw68kXbB,9
fbfJHSPpUQD,202505,sSgOnY1Xqd9,32
fbfJHSPpUQD,202603,k1Y0oNqPlmy,4
fbfJHSPpUQD,202603,KcCbIDzRcui,11
fbfJHSPpUQD,202601,uAk40nFigUK,23
fbfJHSPpUQD,202510,DiszpKrYNg8,18
fbfJHSPpUQD,202507,FclfbEFMcf3,148
fbfJHSPpUQD,202603,l2kZRcJjomr,11
fbfJHSPpUQD,202506,FFU3PJ3pY7s,30
fbfJHSPpUQD,202506,va2lE4FiVVb,23
fbfJHSPpUQD,202507,SptGAcmbgPz,10
fbfJHSPpUQD,202508,CFPrsD3dNeb,17
fbfJHSPpUQD,202604,Vh1fsWOYcv1,12
fbfJHSPpUQD,202511,u6ZGNI8yUmt,19
fbfJHSPpUQD,202602,QIp6DHlMGfb,30
fbfJHSPpUQD,202511,X3D19LoA2Ij,10
fbfJHSPpUQD,202601,RAsstekPRco,50
fbfJHSPpUQD,202603,SIxGTeya5lN,8
fbfJHSPpUQD,202508,lwHs72tP6Kh,13
fbfJHSPpUQD,202507,WoqN1oUBX2R,17
fbfJHSPpUQD,202508,uFp0ztDOFbI,6
fbfJHSPpUQD,202511,TkhwySsXC5V,11
fbfJHSPpUQD,202603,Pae8DR7VmcL,54
fbfJHSPpUQD,202505,mW20aiZHqwE,20
fbfJHSPpUQD,202505,PFZbQjwty2n,25
fbfJHSPpUQD,202509,a5glgtnXJRG,18
fbfJHSPpUQD,202601,I2DzylqJa2i,5
fbfJHSPpUQD,202508,iIpPPnnzDo6,9
fbfJHSPpUQD,202512,y5hLlID8ihI,19
fbfJHSPpUQD,202505,Zr7pgiajIo9,1
fbfJHSPpUQD,202509,FwKJ7gYEv8U,26
fbfJHSPpUQD,202602,n2qFnUIhbq3,27
fbfJHSPpUQD,202510,xa4F6gesVJm,12
fbfJHSPpUQD,202512,wqbyzbQ78oI,17
fbfJHSPpUQD,202505,OjXNuYyLaCJ,29
fbfJHSPpUQD,202604,HHz1kAG1LKn,14
fbfJHSPpUQD,202505,nornKUJmQqn,61
fbfJHSPpUQD,202604,BnVjTzwis3o,6
fbfJHSPpUQD,202507,AekX8HBymng,16
fbfJHSPpUQD,202506,aSfF9kuNINJ,8
fbfJHSPpUQD,202604,lmNWdmeOYmV,113
fbfJHSPpUQD,202602,p310xqwAJge,13
fbfJHSPpUQD,202509,yZPsWcZC9WA,14
fbfJHSPpUQD,202511,YFlZA0y0Vi6,40
fbfJHSPpUQD,202509,mW20aiZHqwE,14
fbfJHSPpUQD,202505,a5glgtnXJRG,45
fbfJHSPpUQD,202508,oRncQGhLYNE,21
fbfJHSPpUQD,202509,ua5GXy2uhBR,37
fbfJHSPpUQD,202506,PFZbQjwty2n,26
fbfJHSPpUQD,202601,mwN7QuEfT8m,32
fbfJHSPpUQD,202506,HFyjUvMjQ8H,21
fbfJHSPpUQD,202510,tGf942oWszb,14
fbfJHSPpUQD,202511,dkmpOuVhBba,36
fbfJHSPpUQD,202511,zAyK28LLaez,3
fbfJHSPpUQD,202507,y77LiPqLMoq,6
fbfJHSPpUQD,202511,fmkqsEx6MRo,26
fbfJHSPpUQD,202510,zAyK28LLaez,11
fbfJHSPpUQD,202511,tGf942oWszb,16
fbfJHSPpUQD,202512,cag6vQQ9SQk,4
fbfJHSPpUQD,202512,sFgNRYS5pBo,3
fbfJHSPpUQD,202603,roQ2l7TX0eZ,36
fbfJHSPpUQD,202508,GjJjES51GvK,6
fbfJHSPpUQD,202601,jfV49JGnYKF,6
fbfJHSPpUQD,202506,Bf9R1R91mw4,7
fbfJHSPpUQD,202505,FgYDmGwmpEU,5
fbfJHSPpUQD,202602,y77LiPqLMoq,14
fbfJHSPpUQD,202601,BgOhMcH9bxq,11
fbfJHSPpUQD,202508,tR6e8k99ODA,4
fbfJHSPpUQD,202602,EQUwHqZOb5L,11
fbfJHSPpUQD,202601,wP1zsnNxbSE,10
fbfJHSPpUQD,202603,FLjwMPWLrL2,30
fbfJHSPpUQD,202512,QZtMuEEV9Vv,51
fbfJHSPpUQD,202603,uFp0ztDOFbI,9
fbfJHSPpUQD,202509,FgYDmGwmpEU,11
fbfJHSPpUQD,202512,PaNv9VyD06n,19
fbfJHSPpUQD,202511,vELbGdEphPd,238
fbfJHSPpUQD,202601,JQJjsXvHE5M,17
fbfJHSPpUQD,202512,Zr7pgiajIo9,3
fbfJHSPpUQD,202512,X79FDd4EAgo,12
fbfJHSPpUQD,202603,amgb83zVxp5,16
fbfJHSPpUQD,202511,aBfyTU5Wgds,15
fbfJHSPpUQD,202511,EuoA3Crpqts,6
fbfJHSPpUQD,202604,NqLYdlnK8sc,13
fbfJHSPpUQD,202508,y5hLlID8ihI,23
fbfJHSPpUQD,202604,Hu31NCRjZlj,11
fbfJHSPpUQD,202510,WOk7efLlLSj,13
fbfJHSPpUQD,202512,EDxXfB4iVpY,16
fbfJHSPpUQD,202604,JemZqD90S44,13
fbfJHSPpUQD,202510,Ykx8Ovui7g0,12
fbfJHSPpUQD,202512,R0CmUlFULXg,21
fbfJHSPpUQD,202604,ZZmMpGIE7pD,24
fbfJHSPpUQD,202510,oIgBLlEo6eH,11
fbfJHSPpUQD,202507,ShdRyzuLKA2,12
fbfJHSPpUQD,202508,RVAkLOVWSWc,7
fbfJHSPpUQD,202601,fmLRqcL9sWF,20
fbfJHSPpUQD,202602,QN4te5Z5svQ,6
fbfJHSPpUQD,202505,sFgNRYS5pBo,19
fbfJHSPpUQD,202509,g031LbUPMmh,18
fbfJHSPpUQD,202604,cd3U2Tp0qR2,25
fbfJHSPpUQD,202512,dtuiqEXYa7z,13
fbfJHSPpUQD,202512,t7bcrWLjL1m,12
fbfJHSPpUQD,202508,xEip3dtU8bp,12
fbfJHSPpUQD,202510,YWXXO0XMkQe,5
fbfJHSPpUQD,202506,AtZJOoQiGHd,5
fbfJHSPpUQD,202509,Fhko00f3hXT,19
fbfJHSPpUQD,202603,bW5BaqrBM4K,18
fbfJHSPpUQD,202604,rJ25bHbIujw,14
fbfJHSPpUQD,202602,uAk40nFigUK,25
fbfJHSPpUQD,202602,lzz1UhTzO4E,33
fbfJHSPpUQD,202508,ueuQlqb8ccl,21
fbfJHSPpUQD,202602,SHLY5rkOFTQ,45
fbfJHSPpUQD,202505,Mi4Ax9suQmB,16
fbfJHSPpUQD,202511,KcCbIDzRcui,52
fbfJHSPpUQD,202509,tNs4E0JcMKe,3
fbfJHSPpUQD,202602,EFTcruJcNmZ,7
fbfJHSPpUQD,202512,IHa6fsNWsOZ,5
fbfJHSPpUQD,202510,GA7eQkgK5mX,5
fbfJHSPpUQD,202601,PcADvhvcaI2,33
fbfJHSPpUQD,202603,KGN2jvZ0GJy,7
fbfJHSPpUQD,202604,FZxJ0KST9jn,15
fbfJHSPpUQD,202506,sYjp3h6amhA,10
fbfJHSPpUQD,202506,EmTN0L4EAVi,14
fbfJHSPpUQD,202509,qAFXoNjlZCB,20
fbfJHSPpUQD,202508,o0BgK1dLhF8,46
fbfJHSPpUQD,202510,RNGpZqutw3Y,12
fbfJHSPpUQD,202510,KfUCAQoOIae,9
fbfJHSPpUQD,202507,GAvxcmr5jB1,8
fbfJHSPpUQD,202506,GKrklllwmbU,31
fbfJHSPpUQD,202602,nCh5dBoJVNw,4
fbfJHSPpUQD,202510,D3oZZXtXjNk,21
fbfJHSPpUQD,202506,LV2b3vaLRl1,5
fbfJHSPpUQD,202507,R9gZAoI9aQM,7
fbfJHSPpUQD,202507,r4W2vzlmPhm,10
fbfJHSPpUQD,202508,YQ3csPLAlrn,45
fbfJHSPpUQD,202510,svCLFkT99Yx,10
fbfJHSPpUQD,202601,cZI3AWM7bIa,28
fbfJHSPpUQD,202505,DIQl5jJ17IE,15
fbfJHSPpUQD,202507,ewh5SKxcCAl,14
fbfJHSPpUQD,202602,kbGqmM6ZWWV,12
fbfJHSPpUQD,202511,SZrG4yHGV4x,30
fbfJHSPpUQD,202507,U02o1QAm6cC,13
fbfJHSPpUQD,202512,PhR1PdMTzhW,8
fbfJHSPpUQD,202602,fUxVOkpX3yi,6
fbfJHSPpUQD,202604,yZPsWcZC9WA,5
fbfJHSPpUQD,202508,uYG1rUdsJJi,6
fbfJHSPpUQD,202510,VdXuxcNkiad,7
fbfJHSPpUQD,202601,MuZJ8lprGqK,36
fbfJHSPpUQD,202510,DXegteybeb5,17
fbfJHSPpUQD,202604,cw0Wm1QTHRq,28
fbfJHSPpUQD,202509,kuqKh33SPgg,11
fbfJHSPpUQD,202506,rFelzKE3SEp,11
fbfJHSPpUQD,202508,Bpvug2zxHEZ,14
fbfJHSPpUQD,202511,qHBTf9A89xW,46
fbfJHSPpUQD,202601,aSxNNRxPuBP,24
fbfJHSPpUQD,202505,aV9VVijeVB2,15
fbfJHSPpUQD,202601,DJr17K6RWzO,15
fbfJHSPpUQD,202505,QaeQJJCmnTS,20
fbfJHSPpUQD,202602,pvTYrkG1d6f,11
fbfJHSPpUQD,202512,LZclRdyVk1t,9
fbfJHSPpUQD,202603,BpWJ3cRsO6g,9
fbfJHSPpUQD,202510,ei21lW7hFPX,10
fbfJHSPpUQD,202604,cZtKKa9eJZ3,87
fbfJHSPpUQD,202512,DIQl5jJ17IE,1
fbfJHSPpUQD,202601,hCm2Nh7C8BW,10
fbfJHSPpUQD,202508,rebbn0ooFSO,9
fbfJHSPpUQD,202603,Sglj9VCoQmc,12
fbfJHSPpUQD,202508,cKXicCOquXe,5
fbfJHSPpUQD,202506,wjP03y8OY5k,1
fbfJHSPpUQD,202510,m8qnxndRDR6,70
fbfJHSPpUQD,202506,bPJABq7F5Iy,34
fbfJHSPpUQD,202509,Mi4Ax9suQmB,6
fbfJHSPpUQD,202602,CbIWQQoWcLc,13
fbfJHSPpUQD,202509,cBi3y4lGhDd,29
fbfJHSPpUQD,202507,vpNGJvZ0ljF,23
fbfJHSPpUQD,202508,VFF7f43dJv4,31
fbfJHSPpUQD,202603,jIrb5XckcU6,12
fbfJHSPpUQD,202511,wcHRDp21Lw1,12
fbfJHSPpUQD,202505,kuqKh33SPgg,21
fbfJHSPpUQD,202510,GtJoxCaM2zg,20
fbfJHSPpUQD,202510,GcwGqLqyi1M,7
fbfJHSPpUQD,202601,yets9NmUcRS,23
fbfJHSPpUQD,202604,l2kZRcJjomr,9
fbfJHSPpUQD,202601,HNv1aLPdMYb,38
fbfJHSPpUQD,202510,K3jhn3TXF3a,29
fbfJHSPpUQD,202506,OzVuFaZgm5U,33
fbfJHSPpUQD,202507,DwlFKzDSuQU,27
fbfJHSPpUQD,202507,GQpxsB7tekR,13
fbfJHSPpUQD,202511,oNqqmKD0zXj,12
fbfJHSPpUQD,202510,cNAp6CJeLxk,17
fbfJHSPpUQD,202512,NqLYdlnK8sc,40
fbfJHSPpUQD,202505,cXMQtUId06K,13
fbfJHSPpUQD,202511,rm60vuHyQXj,31
fbfJHSPpUQD,202508,DplgrYeRIZ1,53
fbfJHSPpUQD,202509,DvzKyuC0G4w,24
fbfJHSPpUQD,202604,Qu0QOykPdcD,14
fbfJHSPpUQD,202512,PwgoRuWEDvJ,9
fbfJHSPpUQD,202601,wUmVUKhnPuy,19
fbfJHSPpUQD,202511,byOPfWkK6M6,2
fbfJHSPpUQD,202507,KbO0JnhiMwl,5
fbfJHSPpUQD,202601,xEip3dtU8bp,6
fbfJHSPpUQD,202601,DQHGtTGOP6b,16
fbfJHSPpUQD,202603,dqHvtpUqLwB,4
fbfJHSPpUQD,202602,YPSCWmJ3TyN,21
fbfJHSPpUQD,202604,VhRX5JDVo7R,216
fbfJHSPpUQD,202507,Srnpwq8jKbp,31
fbfJHSPpUQD,202508,nv41sOz8IVM,10
fbfJHSPpUQD,202506,nAH0uNc3b5f,16
fbfJHSPpUQD,202604,UJ80rknbJtm,14
fbfJHSPpUQD,202508,G5NCnFJ3bbV,15
fbfJHSPpUQD,202512,Qw7c6Ckb0XC,7
fbfJHSPpUQD,202508,GcwGqLqyi1M,15
fbfJHSPpUQD,202511,K6oyIMh7Lee,58
fbfJHSPpUQD,202507,IpA5FViU8tk,7
fbfJHSPpUQD,202510,z4silfLpw2G,18
fbfJHSPpUQD,202507,dmdYffw2I0F,10
fbfJHSPpUQD,202511,TrIXhUR4sDQ,5
fbfJHSPpUQD,202604,gaOSAjPM07w,11
fbfJHSPpUQD,202507,Zwnfm4rnzbZ,25
fbfJHSPpUQD,202509,kbGqmM6ZWWV,93
fbfJHSPpUQD,202602,d9zRBAoM8OC,22
fbfJHSPpUQD,202509,PyLBGdbzdEo,14
fbfJHSPpUQD,202512,tO01bqIipeD,32
fbfJHSPpUQD,202602,cJkZLwhL8RP,9
fbfJHSPpUQD,202508,XtuhRhmbrJM,7
fbfJHSPpUQD,202602,UCwtaCrNUls,16
fbfJHSPpUQD,202511,CKkE4GBJekz,24
fbfJHSPpUQD,202507,F9zWBqG5Pmi,5
fbfJHSPpUQD,202509,oNqqmKD0zXj,3
fbfJHSPpUQD,202505,YXdC9hjYPqQ,38
fbfJHSPpUQD,202602,gowgzHWc8FT,15
fbfJHSPpUQD,202509,fUxVOkpX3yi,5
fbfJHSPpUQD,202508,PwgoRuWEDvJ,7
fbfJHSPpUQD,202507,YTQRSW91PxO,7
fbfJHSPpUQD,202512,cZtKKa9eJZ3,59
fbfJHSPpUQD,202604,tBRDdxfKbMx,12
fbfJHSPpUQD,202509,byOPfWkK6M6,12
fbfJHSPpUQD,202601,zCSWBz2pyMd,22
fbfJHSPpUQD,202601,JBhJiwqBCUa,25
fbfJHSPpUQD,202601,mUuCjQWMaOc,7
fbfJHSPpUQD,202506,O63vIA5MVn6,57
fbfJHSPpUQD,202508,rxc497GUdDt,11
fbfJHSPpUQD,202509,GGDHb8xd8jc,45
fbfJHSPpUQD,202602,GtJoxCaM2zg,12
fbfJHSPpUQD,202511,OcRCVRy2M7X,20
fbfJHSPpUQD,202604,FsunWIQLXoF,18
fbfJHSPpUQD,202508,Zp2Yi4j2AAH,24
fbfJHSPpUQD,202601,GcwGqLqyi1M,18
fbfJHSPpUQD,202505,yMCshbaVExv,17
fbfJHSPpUQD,202505,REtQE1gstTf,26
fbfJHSPpUQD,202506,rwfuVQHnZJ5,12
fbfJHSPpUQD,202512,rebbn0ooFSO,5
fbfJHSPpUQD,202602,cHqboEGRUiY,11
fbfJHSPpUQD,202604,uedNhvYPMNu,12
fbfJHSPpUQD,202507,SFQigiC2ISS,12
fbfJHSPpUQD,202508,I2UW55qvn82,19
fbfJHSPpUQD,202505,sM0Us0NkSez,128
fbfJHSPpUQD,202507,fNL2oehab2Q,15
fbfJHSPpUQD,202511,mYMJHVqdBKt,26
fbfJHSPpUQD,202505,Urk55T8KgpT,4
fbfJHSPpUQD,202601,wQ71REGAMet,7
fbfJHSPpUQD,202506,KFowGOhmuSL,5
fbfJHSPpUQD,202509,uYTq3TEO2a9,12
fbfJHSPpUQD,202512,cgqkFdShPzg,15
fbfJHSPpUQD,202505,XL745P4ETSL,10
fbfJHSPpUQD,202507,CKJ9YS2AbWy,8
fbfJHSPpUQD,202507,gmen7SXL9CU,31
fbfJHSPpUQD,202510,DZaJmtlaBMl,8
fbfJHSPpUQD,202507,H97XE5Ea089,15
fbfJHSPpUQD,202601,U4FzUXMvbI8,19
fbfJHSPpUQD,202505,uedNhvYPMNu,53
fbfJHSPpUQD,202604,ym42ZOlfZ1P,5
fbfJHSPpUQD,202602,tlvNeDXXrS7,8
fbfJHSPpUQD,202507,VZ6Cocesljy,7
fbfJHSPpUQD,202506,Cc9kMNFpGmC,8
fbfJHSPpUQD,202602,TrIXhUR4sDQ,10
fbfJHSPpUQD,202602,hoJ0Do9loZl,6
fbfJHSPpUQD,202506,YvwYw7GilkP,25
fbfJHSPpUQD,202603,wqbyzbQ78oI,17
fbfJHSPpUQD,202603,N3tpEjZcPm9,10
fbfJHSPpUQD,202603,egjrZ1PHNtT,29
fbfJHSPpUQD,202507,GRc9WXp9gSy,31
fbfJHSPpUQD,202507,QZzRkqdGjlm,8
fbfJHSPpUQD,202604,Kmu7ox2MiiU,7
fbfJHSPpUQD,202508,JiEz2VDLwHY,16
fbfJHSPpUQD,202601,HWXk4EBHUyk,29
fbfJHSPpUQD,202507,yJ1xkKha5oE,18
fbfJHSPpUQD,202602,MXdbul7bBqV,26
fbfJHSPpUQD,202505,VhRX5JDVo7R,318
fbfJHSPpUQD,202511,MpcMjLmbATv,32
fbfJHSPpUQD,202602,xQIU41mR69s,20
fbfJHSPpUQD,202602,YhBJbiD5N1z,8
fbfJHSPpUQD,202505,VjygCFzqcYu,11
fbfJHSPpUQD,202505,en0j7qFnySQ,21
fbfJHSPpUQD,202511,NfE9gvFwLIF,190
fbfJHSPpUQD,202604,LZclRdyVk1t,12
fbfJHSPpUQD,202603,suFG8zx4bU3,9
fbfJHSPpUQD,202508,TjZwphhxCuV,8
fbfJHSPpUQD,202512,Qu0QOykPdcD,17
fbfJHSPpUQD,202505,sHbLRZLmS4w,16
fbfJHSPpUQD,202510,xEip3dtU8bp,17
fbfJHSPpUQD,202604,m21WB5iqHAb,5
fbfJHSPpUQD,202512,Vh1fsWOYcv1,12
fbfJHSPpUQD,202505,p9ZtyC3LQ9f,18
fbfJHSPpUQD,202509,cJkZLwhL8RP,16
fbfJHSPpUQD,202505,PEZNsGbZaVJ,66
fbfJHSPpUQD,202512,egv5Es0QlQP,7
fbfJHSPpUQD,202510,DQHGtTGOP6b,10
fbfJHSPpUQD,202508,FNnj3jKGS7i,123
fbfJHSPpUQD,202601,L5gENbBNNup,30
fbfJHSPpUQD,202509,hLGkoHmvBgI,30
fbfJHSPpUQD,202601,qEQFWnKh4gs,15
fbfJHSPpUQD,202601,k6DIO9LIEk9,13
fbfJHSPpUQD,202510,ZsjXrmZS59z,3
fbfJHSPpUQD,202604,g7BLyiBb0ET,3
fbfJHSPpUQD,202505,ZzdTFqWrlDa,26
fbfJHSPpUQD,202603,jbfISeV6Wdu,25
fbfJHSPpUQD,202506,uNEhNuBUr0i,10
fbfJHSPpUQD,202511,Zq9ATbrmKIa,4
fbfJHSPpUQD,202506,tWjUy6MCx8q,10
fbfJHSPpUQD,202507,CEoD9uQVIZB,3
fbfJHSPpUQD,202511,AQQCxQqDxLe,22
fbfJHSPpUQD,202604,roGdTjEqLZQ,23
fbfJHSPpUQD,202603,YFlZA0y0Vi6,20
fbfJHSPpUQD,202604,fvytjjnlQlK,41
fbfJHSPpUQD,202505,agM0BKQlTh3,18
fbfJHSPpUQD,202602,SVEfwJ0BGeD,22
fbfJHSPpUQD,202510,agEKP19IUKI,13
fbfJHSPpUQD,202601,GvstqlRRnpV,27
fbfJHSPpUQD,202509,E4jn4059Y1x,7
fbfJHSPpUQD,202602,nGb94wPdcqx,13
fbfJHSPpUQD,202510,D6yiaX1K5sO,30
fbfJHSPpUQD,202505,v2vi8UaIYlo,37
fbfJHSPpUQD,202511,sAO5hEWo4z5,4
fbfJHSPpUQD,202505,Dluer5aKZmd,10
fbfJHSPpUQD,202511,lvxIJAb2QJo,5
fbfJHSPpUQD,202601,H0OkaM4ReRK,5
fbfJHSPpUQD,202508,U8tyWV7WmIB,12
fbfJHSPpUQD,202508,Ykx8Ovui7g0,19
fbfJHSPpUQD,202505,lPeZdUm9fD7,39
fbfJHSPpUQD,202512,ueuQlqb8ccl,15
fbfJHSPpUQD,202508,jIkxZKctVhB,17
fbfJHSPpUQD,202602,u0SlCNJnK3K,6
fbfJHSPpUQD,202506,QBRQnWPRO3V,12
fbfJHSPpUQD,202509,HAqUY00X9N5,17
fbfJHSPpUQD,202601,DplgrYeRIZ1,27
fbfJHSPpUQD,202601,wtdBuXDwZYQ,12
fbfJHSPpUQD,202603,zsqxu7ZZRpO,7
fbfJHSPpUQD,202511,SFQigiC2ISS,8
fbfJHSPpUQD,202512,PHo0IV7Vk50,36
fbfJHSPpUQD,202604,gfWvbbgdjoS,7
fbfJHSPpUQD,202505,ALnjmvcRSxU,37
fbfJHSPpUQD,202505,r0TCGeLkQKI,29
fbfJHSPpUQD,202601,PWqwcBdRGIH,26
fbfJHSPpUQD,202508,WUQrS4Yqmoy,27
fbfJHSPpUQD,202509,LzvoPaeLPsb,18
fbfJHSPpUQD,202507,qHBTf9A89xW,50
fbfJHSPpUQD,202604,UAtEKSd5QTf,41
fbfJHSPpUQD,202511,ifw5aLygJEi,10
fbfJHSPpUQD,202512,v0dXACseLuB,11
fbfJHSPpUQD,202507,NDqR2cWlVy3,13
fbfJHSPpUQD,202507,aHs9PLxIdbr,23
fbfJHSPpUQD,202511,lekPjgUm0o2,8
fbfJHSPpUQD,202506,ywNG86IY4Ve,5
fbfJHSPpUQD,202509,Q8oWscr9rlQ,16
fbfJHSPpUQD,202507,aXsLBCzwYWW,11
fbfJHSPpUQD,202506,RTixJpRqS4C,20
